Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation1006,1006,Country,158,3,3.49,Ribbon-Windows,2.58,2.17,3,5,4,10.03,TRUE,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2004,23.5,24.2,4.9,0.07,20.6,26.7,6,0.44,17606.30484,5044.786488,0.286533,0.505791,5.628946,63.06,40.33,63.06,40.33,165.27,111.064,0,15.505,0,0,0,0,0.121,0,0,0,5.537,0,0,33.043,54.209874,0,111.072863,0,0,0,533.4883,27.662728,885.207286,330,5.4
Simulation1008,1008,City,73,6,3.03,Ribbon-Windows,3.6,3.84,3,4,3,7.13,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,22.1,25.6,5,0.08,21,26,6.2,0.38,43116.93297,14230.01088,0.330033,0.496139,4.069139,43.94,59.62,43.94,59.62,80.279,23.986,0,16.049,0,0,0,0,0.122,0,0,0,3.582,0,0,36.54,76.703396,3.582309,0,0,0,1373.153155,0,53.642219,3164.890907,0,0
Simulation1009,1009,Suburbs,27,9,3.71,Vertical-Windows,3.86,3.42,4,4,3,8.04,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2016,21.1,24.1,5.2,0.06,20.9,26.2,6.5,0.43,83201.19666,22426.19856,0.269542,0.208714,4.02445,25.64,17.89,25.64,17.89,144.503,88.463,0,16.257,0,0,0,0,0.071,0,0,0,1.786,0,0,37.926,56.044467,88.470199,0,0,2203.47772,0,0,33.568443,2886.886072,480,7.98
Simulation1012,1012,Suburbs,171,9,3.25,Vertical-Windows,2.82,3.65,4,3,3,10.11,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,24,24.7,4.5,0.06,21.7,26.5,6.1,0.42,52175.47433,16053.9921,0.307692,0.197545,5.46486,22.55,18.55,22.55,18.55,95.74,40.615,0,16.167,0,0,0,0,0.223,0,0,0,1.775,0,0,36.961,93.973081,1.774709,0,0,0,1807.660704,0,52.714914,4533.482567,0,0
Simulation1016,1016,Suburbs,107,9,3.2,Vertical-Windows,3.81,2.2,3,3,3,7.2,FALSE,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2016,22.9,24.4,5.5,0.06,22.1,25.4,6.9,0.39,33474.3552,10460.736,0.3125,0.176295,5.624018,12.27,23.49,12.27,23.49,181.226,125.969,0,16.18,0,0,0,0,0.103,0,0,0,1.776,0,0,37.199,55.26209,125.978699,0,0,1224.87981,0,0,18.866021,1622.477809,0,0
Simulation1017,1017,Suburbs,98,2,3.47,Horizontal-Windows,3.76,3.03,4,4,2,10.99,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,24,24.4,5.4,0.08,23.8,25.3,6.1,0.43,16321.20566,4703.51748,0.288184,0.351573,6.368898,32.01,38.49,32.01,38.49,200.398,147.642,0,15.295,0,0,0,0,0.158,0,0,0,6.384,0,0,30.918,46.375009,6.384618,147.653601,0,0,0,532.94777,38.168568,877.877067,0,0
Simulation1018,1018,City,46,6,3.72,Vertical-Windows,2.07,2.17,4,5,3,8.97,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,21.6,24.1,5,0.09,22.6,24.2,6.8,0.33,23553.06024,6331.467807,0.268817,0.192227,6.519056,17.84,21.44,17.84,21.44,110.665,53.976,0,16.11,0,0,0,0,0.282,0,0,0,3.275,0,0,37.022,107.397642,3.275348,0,0,0,919.897625,0,35.530088,2096.275179,0,0
Simulation1019,1019,Suburbs,58,9,2.81,Ribbon-Windows,3.43,2.11,4,4,3,11.62,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2007,24,24.3,4.5,0.07,22.6,26.3,6.8,0.49,39644.58326,14108.39262,0.355872,0.50045,5.187405,40.56,58.67,40.56,58.67,130.163,75.021,0,16.194,0,0,0,0,0.08,0,0,0,1.62,0,0,37.248,55.145753,0,75.027358,0,0,0,1110.32582,21.470795,1846.488374,260,4.38
Simulation1020,1020,Suburbs,161,1,3.36,Horizontal-Windows,2.22,3.59,4,4,4,10.39,FALSE,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,22.7,24.2,4,0.06,20.8,26.4,6.8,0.25,10578.05413,3148.230396,0.297619,0.30581,6.470046,38.49,27.86,38.49,27.86,208.335,157.349,0,14.246,0,0,0,0,0.169,0,0,0,12.006,0,0,24.566,38.983576,12.006825,157.361144,0,0,0,389.9969,45.149048,632.086672,0,0
Simulation1022,1022,Suburbs,20,2,2.86,Ribbon-Windows,2.09,2.54,4,4,2,12.3,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2019,23.6,25.8,4.9,0.07,20.2,26.7,5.9,0.36,6566.47277,2295.9695,0.34965,0.489738,8.457243,55.84,44.39,55.84,44.39,111.179,60.171,0,15.256,0,0,0,0,0.323,0,0,0,4.89,0,0,30.539,111.187999,0,0,0,0,356.744653,0,38.215011,878.945249,0,0
Simulation1023,1023,Urban,111,3,3.36,Ribbon-Windows,3.72,2.49,5,4,3,7.44,TRUE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,21.9,26,5.5,0.16,22.1,27,6.8,0.5,20924.62074,6227.565696,0.297619,0.546718,5.26923,48.92,62.9,48.92,62.9,93.041,37.008,0,15.743,0,0,0,0,0.187,0,0,0,5.487,0,0,34.616,87.560773,5.487687,0,0,0,817.81228,0,60.637389,1940.396445,0,0
Simulation1024,1024,Suburbs,128,6,4.29,Vertical-Windows,2.73,3.65,5,4,2,11.27,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,22.5,24.4,5.2,0.19,21.8,24.1,6.8,0.2,49350.08804,11503.51703,0.2331,0.242328,5.012081,23.87,24.97,23.87,24.97,109.417,54.214,0,16.111,0,0,0,0,0.283,0,0,0,2.284,0,0,36.524,107.141479,2.283783,0,0,0,1686.643865,0,66.981527,3951.910078,0,0
Simulation1026,1026,Suburbs,17,6,3.87,Vertical-Windows,2.54,2.32,3,5,3,7.33,TRUE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,21.5,25,4.2,0.1,20,25.7,6.5,0.4,27575.2863,7125.396976,0.258398,0.178301,5.975629,23.92,13.21,23.92,13.21,191.224,134.885,0,16.082,0,0,0,0,0.108,0,0,0,3.259,0,0,36.888,56.343255,134.896006,0,0,951.73313,0,0,21.054,1242.185986,270,4.44
Simulation1027,1027,Country,44,2,3.92,Vertical-Windows,2.54,2.31,4,4,3,10.52,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,21.2,25.6,5.1,0.18,21.8,24.6,5.4,0.41,11889.26752,3032.976408,0.255102,0.202953,7.458039,24.6,17.27,24.6,17.27,109.993,57.639,0,15.194,0,0,0,0,0.291,0,0,0,6.232,0,0,30.636,110.001465,0,0,0,0,477.225868,0,46.759238,1075.462473,210,3.54
Simulation1028,1028,Suburbs,110,5,4.09,Horizontal-Windows,2.91,2.57,5,3,4,7.85,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2007,21.4,24,5.2,0.06,22.6,26.1,6.2,0.38,32053.0426,7836.92973,0.244499,0.377709,5.5277,34.57,45.32,34.57,45.32,175.779,120.771,0,15.96,0,0,0,0,0.124,0,0,0,2.907,0,0,36.016,55.012123,0,120.78116,0,0,0,933.2701,30.742546,1537.127294,260,4.32
Simulation1029,1029,Suburbs,63,6,4,Ribbon-Windows,3.55,2.32,4,3,3,11.01,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,23.7,25.4,4.8,0.07,23.5,24.4,5.1,0.35,36946.36656,9236.59164,0.25,0.574228,5.819689,48.34,67.55,48.34,67.55,112.998,58.996,0,15.968,0,0,0,0,0.325,0,0,0,2.143,0,0,35.566,113.00679,0,0,0,0,1360.750771,0,59.5826,3515.373397,220,3.72
Simulation1030,1030,Urban,125,6,4.35,Vertical-Windows,2.6,2.75,3,3,3,7.72,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,22.8,25.3,5.5,0.13,20.2,24.8,5.8,0.45,27627.7287,6351.202,0.229885,0.204574,6.222656,19.24,22.81,19.24,22.81,117.372,62.738,0,15.981,0,0,0,0,0.328,0,0,0,2.496,0,0,35.828,117.38091,0,0,0,0,1081.273285,0,42.899783,2531.087172,0,0
Simulation1031,1031,City,28,5,4.32,Ribbon-Windows,3.57,2.09,3,4,2,9.96,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22,24.4,4.7,0.06,23.2,24.7,7,0.31,25102.9171,5810.86044,0.231481,0.595186,6.894987,69.66,44.7,69.66,44.7,112.53,57.887,0,15.912,0,0,0,0,0.294,0,0,0,3.388,0,0,35.048,109.151115,3.388085,0,0,0,1043.965498,0,51.012278,2550.613895,0,0
Simulation1032,1032,Urban,83,1,3.37,Vertical-Windows,3.16,3.99,4,3,3,9.93,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2004,22.2,25.3,4.4,0.14,21.4,26.5,5.2,0.25,11515.72327,3417.128568,0.296736,0.195386,6.605602,18.19,22.64,18.19,22.64,194.87,145.47,0,14.272,0,0,0,0,0.154,0,0,0,10.689,0,0,24.285,38.714107,10.68965,145.481341,0,0,0,421.17951,49.224661,689.14526,340,5.7
Simulation1033,1033,Country,49,9,4.11,Horizontal-Windows,2.04,3.05,4,5,3,9.64,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,2016,21.3,25.2,5.2,0.09,21.2,24.3,5.2,0.34,53569.10542,13033.8456,0.243309,0.370656,5.750918,35.21,41.16,35.21,41.16,169.193,112.479,0,16.264,0,0,0,0,0.114,0,0,0,2.338,0,0,37.998,54.380285,2.338117,112.488129,0,0,0,1467.81708,27.965868,2405.064688,280,4.68
Simulation1034,1034,Urban,137,8,4.5,Horizontal-Windows,2.53,3.43,4,4,2,10.32,TRUE,External-Shading,NZEB,DHWBaseboard,Gas_WaterHeater,2016,23.6,24.4,5.2,0.19,21.4,24.8,5.8,0.17,52187.15502,11597.14556,0.222222,0.395156,5.636416,45.88,36.07,45.88,36.07,196.314,140.855,0,16.185,0,0,0,0,0.146,0,0,0,2.137,0,0,36.992,53.327472,2.136711,140.865798,0,0,0,1520.80396,32.646982,2513.81759,220,3.72
Simulation1036,1036,Urban,127,1,3.37,Horizontal-Windows,2.94,2.02,4,3,3,12.65,TRUE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2019,23.4,25.3,5.5,0.11,22.4,24.3,6.4,0.2,6186.25198,1835.68308,0.296736,0.291762,8.939104,18.83,40.23,18.83,40.23,219.469,173.492,0,14.189,0,0,0,0,0.183,0,0,0,8.076,0,0,23.529,45.981191,0,173.505446,0,0,0,254.25621,29.955108,419.371517,160,2.7
Simulation1037,1037,Suburbs,18,3,2.87,Vertical-Windows,3.72,2.2,5,3,3,12.28,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2016,22.3,25.3,5,0.12,22.7,26.2,6.8,0.44,16249.99327,5662.01856,0.348432,0.191251,6.876821,22.6,15.87,22.6,15.87,91.521,38.846,0,15.528,0,0,0,0,0.2,0,0,0,4.338,0,0,32.609,87.189739,4.338218,0,0,0,661.558368,0,49.565008,1586.080247,220,3.72
Simulation1038,1038,Urban,97,8,3.53,Vertical-Windows,2.66,2.06,5,5,4,10.42,TRUE,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,1980_2004,21.6,24.4,4.3,0.09,23.1,25.7,6.8,0.27,47468.07941,13447.04799,0.283286,0.187209,4.76929,15.44,23.33,15.44,23.33,91.855,35.565,0,16.231,0,0,0,0,0.184,0,0,0,1.934,0,0,37.941,91.862067,0,0,0,0,1522.689366,0,46.246037,3560.944824,0,0
Simulation1039,1039,Suburbs,108,10,4.11,Vertical-Windows,3.21,2.02,3,4,3,10.2,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_TanklessHeater,2019,23.3,25.4,5.7,0.1,22.8,25.2,6.6,0.15,50139.42665,12199.37388,0.243309,0.217929,5.889462,15.67,27.09,15.67,27.09,193.382,138.11,0,16.208,0,0,0,0,0.147,0,0,0,1.571,0,0,37.346,55.276402,0,138.120867,0,0,0,1502.76637,25.987111,2468.77553,0,0
Simulation1041,1041,Country,78,9,4.36,Horizontal-Windows,2.1,3.61,3,4,3,10.38,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,pre_1980,22.4,24.3,5.1,0.13,21.8,26.6,5.6,0.5,56805.16078,13028.7066,0.229358,0.309518,5.383533,29.46,34.44,29.46,34.44,187.356,132.169,0,16.166,0,0,0,0,0.136,0,0,0,1.83,0,0,37.054,55.191084,0,132.180007,0,0,0,1584.67427,30.355052,2610.534482,270,4.56
Simulation1044,1044,Urban,56,7,3.22,Horizontal-Windows,2.07,3.18,4,4,4,12.82,TRUE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2004,22.2,24.1,4.8,0.07,22.9,25.5,5,0.48,41269.40532,12816.5855,0.310559,0.285474,5.472421,27.33,31.52,27.33,31.52,140.766,85.649,0,16.063,0,0,0,0,0.092,0,0,0,2.437,0,0,36.526,52.684634,2.436707,85.655825,0,0,0,1192.48772,28.801304,1958.488646,0,0
Simulation1045,1045,Urban,114,2,4.06,Horizontal-Windows,2.66,3.28,3,5,3,11.58,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.8,25.9,4.1,0.12,22.2,26,5.2,0.32,20303.57631,5000.880864,0.246305,0.365104,5.612081,31.03,44.33,31.03,44.33,112.003,58.323,0,15.123,0,0,0,0,0.323,0,0,0,8.043,0,0,30.191,103.968353,8.043672,0,0,0,709.05257,0,80.708429,1856.293865,0,0
Simulation1046,1046,City,151,10,2.8,Vertical-Windows,3.52,3.71,3,4,2,8.04,TRUE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2004,22.8,24.5,4.1,0.13,20.5,25.3,5.7,0.45,49809.87827,17789.24224,0.357143,0.184192,5.05396,21.25,16.37,21.25,16.37,127.472,72.026,0,16.249,0,0,0,0,0.059,0,0,0,1.624,0,0,37.515,55.451186,72.031511,0,0,1525.66569,0,0,20.796608,1975.677774,340,5.64
Simulation1047,1047,Urban,57,8,2.82,Vertical-Windows,2.74,3.42,4,3,3,7.5,TRUE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2013,21.5,24.1,4.2,0.18,20.3,26.1,7,0.46,32622.47233,11568.2526,0.35461,0.16086,5.382476,14.47,20.42,14.47,20.42,83.85,28.058,0,16.176,0,0,0,0,0.138,0,0,0,2.242,0,0,37.235,81.613993,2.242668,0,0,0,1226.015044,0,34.617664,2665.560112,0,0
Simulation1048,1048,Suburbs,85,7,3.05,Vertical-Windows,2.31,2.86,3,4,3,7.52,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,1980_2004,21.3,24.2,5.3,0.05,20.8,24.1,6.4,0.25,24283.32467,7961.745792,0.327869,0.173859,6.535463,15.89,20.37,15.89,20.37,92.758,36.225,0,16.115,0,0,0,0,0.18,0,0,0,3.297,0,0,36.942,89.468575,3.297278,0,0,0,938.25826,0,31.465433,2139.649452,240,3.96
Simulation1049,1049,Suburbs,103,9,3.08,Vertical-Windows,3.92,2.74,4,5,4,12.78,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.2,25.8,5.6,0.08,21.8,26.8,5.4,0.39,91642.82561,29754.16416,0.324675,0.186656,3.58028,13.57,23.82,13.57,23.82,76.927,20.833,0,16.21,0,0,0,0,0.113,0,0,0,2.139,0,0,37.633,74.794592,2.138808,0,0,0,2397.697981,0,69.813222,6003.937057,0,0
Simulation1050,1050,Country,117,5,3.52,Vertical-Windows,2.02,3.3,4,4,4,10.07,FALSE,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2016,22.3,24.8,4.9,0.19,23.2,24.7,6.5,0.24,30404.59657,8637.66948,0.284091,0.192609,5.276942,17.42,24.75,17.42,24.75,99.11,44.17,0,15.918,0,0,0,0,0.228,0,0,0,3.091,0,0,35.703,99.118697,0,0,0,0,1150.031046,0,56.994188,2849.709396,310,5.16
Simulation1051,1051,City,129,9,2.81,Horizontal-Windows,3.25,2.03,5,5,4,7.48,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,23.4,25.5,5.4,0.19,22.7,26.9,6.6,0.15,45850.59297,16316.937,0.355872,0.254603,4.409413,20.64,31.83,20.64,31.83,81.607,24.46,0,16.321,0,0,0,0,0.128,0,0,0,1.996,0,0,38.702,81.613095,0,0,0,0,1542.342773,0,44.951409,3865.821142,380,6.42
Simulation1052,1052,Urban,171,7,3.78,Ribbon-Windows,3.99,3.52,4,3,3,7.39,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2010,22,24.4,4.4,0.07,20.8,25.7,6.8,0.17,57646.53329,15250.40563,0.26455,0.559895,4.558661,65.29,51.12,65.29,51.12,147.195,91.961,0,16.123,0,0,0,0,0.099,0,0,0,2.122,0,0,36.89,55.237906,0,91.968637,0,0,0,1497.78024,35.938615,2443.825825,380,6.36
Simulation1053,1053,Urban,101,2,4,Ribbon-Windows,3.36,3.39,4,4,4,7.31,TRUE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,2010,21.6,25.1,4.6,0.07,22.3,26.4,6,0.43,24665.68339,6166.420848,0.25,0.551974,5.440651,50.11,66.25,50.11,66.25,192.933,137.646,0,15.211,0,0,0,0,0.115,0,0,0,8.756,0,0,31.205,46.535314,146.414415,0,0,817.54633,0,0,46.165273,1061.801275,0,0
Simulation1054,1054,Suburbs,162,7,3.18,Vertical-Windows,2.61,2.47,5,4,4,7.35,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.9,25.4,5.8,0.19,22.2,24.9,6.7,0.39,34137.44259,10735.04484,0.314465,0.172455,5.370384,18.86,16.54,18.86,16.54,144.484,88.016,0,16.195,0,0,0,0,0.093,0,0,0,2.411,0,0,37.768,56.472506,0,88.023067,0,0,0,994.03474,24.098931,1638.727299,300,4.98
Simulation1056,1056,Suburbs,40,7,3.67,Horizontal-Windows,3.03,3.71,4,3,4,9.66,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,21.3,25.8,5.8,0.17,21.1,24.7,6.8,0.3,60378.35327,16451.86738,0.27248,0.328699,4.263124,42.79,29.02,42.79,29.02,85.65,30.492,0,16.062,0,0,0,0,0.148,0,0,0,2.43,0,0,36.518,83.226512,2.430347,0,0,0,1848.308296,0,59.786804,4065.502701,0,0
Simulation1057,1057,Urban,133,4,4.48,Ribbon-Windows,2.11,3.44,3,5,3,12.94,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2007,23.8,25.6,5,0.19,22.7,25.5,6.9,0.21,33912.63841,7569.78536,0.223214,0.565024,5.034664,50,68.05,50,68.05,246.776,193.061,0,15.724,0,0,0,0,0.161,0,0,0,3.719,0,0,34.111,53.719643,193.076356,0,0,1155.04966,0,0,37.249181,1527.216417,330,5.46
Simulation1059,1059,Urban,30,2,3.75,Horizontal-Windows,2.45,2.62,5,4,4,11.68,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2013,23.3,25.8,4.3,0.1,20.6,26.4,6.6,0.35,16641.8994,4437.83984,0.266667,0.34363,5.859952,39.24,31.94,39.24,31.94,110.132,58.168,0,15.169,0,0,0,0,0.31,0,0,0,5.81,0,0,30.676,110.141217,0,0,0,0,669.955762,0,75.351243,1733.078589,300,4.98
Simulation1060,1060,Suburbs,139,3,2.91,Vertical-Windows,2.86,3.14,4,3,3,8.64,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2019,22.7,24.2,4.1,0.09,22.2,25.4,6.7,0.32,14475.57142,4974.423168,0.343643,0.169804,6.367404,20.45,15.39,20.45,15.39,199.453,146.808,0,15.553,0,0,0,0,0.121,0,0,0,4.001,0,0,32.969,52.649098,146.820038,0,0,612.39071,0,0,25.410543,813.137365,0,0
Simulation1063,1063,Urban,8,3,3.47,Horizontal-Windows,3.1,3.84,5,5,4,7.45,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,23,24.6,5.8,0.17,22.5,25,5.3,0.32,38341.04602,11049.2928,0.288184,0.354371,4.142706,41.84,33,41.84,33,172.75,117.031,0,15.72,0,0,0,0,0.099,0,0,0,5.174,0,0,34.726,55.722467,117.040764,0,0,1211.73655,0,0,49.667735,1589.367531,690,11.52
Simulation1065,1065,Urban,12,4,3.63,Vertical-Windows,3.65,3.1,4,5,4,12.51,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2010,22.4,25.9,4.4,0.07,22.2,25,5.9,0.45,54748.85518,15082.32925,0.275482,0.219804,3.608454,26.92,18.02,26.92,18.02,87.063,31.909,0,15.768,0,0,0,0,0.167,0,0,0,4.508,0,0,34.709,82.560899,4.508764,0,0,0,1480.07783,0,88.081628,3611.346757,660,10.98
Simulation1066,1066,Suburbs,132,4,4.36,Vertical-Windows,2.07,2.66,4,3,2,12.36,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,22.4,24.8,5.6,0.05,23,24.3,5.8,0.16,15628.57783,3584.5362,0.229358,0.19489,8.521292,16.84,24.12,16.84,24.12,138.711,86.19,0,15.725,0,0,0,0,0.45,0,0,0,2.925,0,0,33.421,138.722526,0,0,0,0,747.021596,0,44.444813,1822.237333,110,1.8
Simulation1071,1071,Suburbs,100,9,4.24,Ribbon-Windows,3.54,3.1,4,3,3,10.55,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2004,23.4,25.4,5.5,0.12,21.8,24.6,6,0.16,74005.58328,17454.147,0.235849,0.586091,4.787551,52.11,68.59,52.11,68.59,102.539,47.855,0,16.159,0,0,0,0,0.255,0,0,0,1.393,0,0,36.877,102.547014,0,0,0,0,2446.131553,0,72.059787,6197.141714,0,0
Simulation1072,1072,Urban,20,6,3.44,Vertical-Windows,2.47,3.55,4,3,4,7.62,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2013,21.6,25.9,4.3,0.17,20.7,26.3,6.1,0.37,34569.34126,10049.22711,0.290698,0.188771,5.363775,18.51,18.98,18.51,18.98,94.224,38.986,0,16.023,0,0,0,0,0.197,0,0,0,2.624,0,0,36.395,94.231728,0,0,0,0,1282.479511,0,48.695102,2873.011028,310,5.1
Simulation1073,1073,Urban,152,5,4.34,Horizontal-Windows,2.6,3.24,3,4,3,10.34,TRUE,External-Shading,Passive,BoilerBaseboard,Electric_TanklessHeater,2016,22.5,25.4,4.7,0.13,22.8,26.2,6.4,0.25,36935.99845,8510.59872,0.230415,0.367957,5.748662,43.69,32.74,43.69,32.74,204.951,150.915,0,15.875,0,0,0,0,0.123,0,0,0,2.923,0,0,35.115,54.040531,150.926815,0,0,1208.28288,0,0,31.701329,1585.066432,0,0
Simulation1074,1074,Suburbs,64,2,4.41,Horizontal-Windows,2.03,3.19,4,5,4,8.38,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,21.8,25.3,4.8,0.06,20.8,26.7,5.2,0.21,18741.36611,4249.742882,0.226757,0.375391,5.850682,36.32,40.99,36.32,40.99,258.32,202.491,0,15.233,0,0,0,0,0.167,0,0,0,9.033,0,0,31.396,46.798763,211.540973,0,0,682.86869,0,0,39.113358,899.607231,0,0
Simulation1076,1076,Urban,136,2,2.94,Ribbon-Windows,3.34,3.03,3,3,4,7.02,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2004,21.9,24.6,4.2,0.16,22.8,26.8,5.3,0.26,12601.74995,4286.309508,0.340136,0.45772,6.452788,56.88,40.27,56.88,40.27,94.009,41.731,0,15.057,0,0,0,0,0.217,0,0,0,7.029,0,0,29.975,94.01612,0,0,0,0,534.550853,0,56.354672,1296.15745,350,5.88
Simulation1077,1077,Suburbs,56,6,3.54,Horizontal-Windows,3.19,3.64,5,4,3,9.22,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,2010,23.4,25.4,5.4,0.09,20.9,25.5,5.2,0.48,54414.06162,15371.20385,0.282486,0.3475,4.182084,31.48,41.9,31.48,41.9,156.98,100.94,0,16.115,0,0,0,0,0.085,0,0,0,2.882,0,0,36.959,53.162468,103.830352,0,0,1764.18421,0,0,39.670966,2340.586969,420,7.02
Simulation1078,1078,Suburbs,162,6,3.43,Horizontal-Windows,3.63,3.91,4,3,3,9.17,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2007,22.1,25.4,4.5,0.19,22,26.8,5.7,0.25,50208.25799,14637.97609,0.291545,0.342051,4.268956,37.79,32.47,37.79,32.47,83.678,29.333,0,16.006,0,0,0,0,0.15,0,0,0,2.233,0,0,35.956,83.684945,0,0,0,0,1646.952764,0,66.795252,3940.919854,390,6.42
Simulation1080,1080,City,133,5,2.85,Horizontal-Windows,2.63,3.35,3,4,3,8.63,FALSE,External-Shading,GEG,DHWBaseboard,Gas_WaterHeater,2010,22.4,24.2,4.8,0.12,21.7,26.4,5.3,0.37,23564.66022,8268.30183,0.350877,0.247703,5.087045,22,30.08,22,30.08,133.085,77.468,0,15.911,0,0,0,0,0.081,0,0,0,4.136,0,0,35.489,51.484874,4.136274,77.47409,0,0,0,684.03343,22.724752,1136.237623,320,5.34
